Authors,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,DOI,Publisher,Author Keywords,Title,Affiliations,Source Title,ISBN,Funding Information,Link,Citation Count,References,Conference Date,Identifier,combined_text
"Amir Masoud Forati, Rina Ghose,",2022,68.0,,102701.0,102701.0,"Natural disasters may cause a substantial but spatially uneven increase in online activity among users in disaster zones seeking food, shelter, and medical assistance through social media. However, the presence of a digital divide affects social media participation among users. Therefore, the social and spatiotemporal inequality in the usage of social media data should be fully considered before such data can be leveraged to predict damage, investigate impacted populations, and prioritize activities during disaster management. Using Hurricane Irma as the case study, this research integrates Twitter data from September 2017 with other public data sets to examine spatial variation in social media activity during disasters. To investigate the social and spatiotemporal inequality in the usage of social media and examine the association between social media activity and flood rate at census tracts level, Multiscale geographically weighted regression was conducted. Our results show counties should not be seen homogeneous during disasters, specifically when using social media as a platform to disseminate information or direct help to affected people. It is clear from this work that in the Tampa Bay area, coastal, affluent communities have considerable representation on social media while poorer, inland areas are absent. It is important to note the limitations of online social media and microblogs in terms of access. Social media use varies across demographics and geographic location. Disaster management plans must consider the specific demographic, physical, and socioeconomic characteristics of each area before taking advantage of social media.",2212-4209,https://doi.org/10.1016/j.ijdrr.2021.102701.,Elsevier,Disaster modeling; Digital divide; Social media; MGWR; Scale,"Examining Community Vulnerabilities through multi-scale geospatial analysis of social media activity during Hurricane Irma,",,"International Journal of Disaster Risk Reduction,",,,https://www.sciencedirect.com/science/article/pii/S2212420921006622,,,,https://doi.org/10.1016/j.ijdrr.2021.102701.,"Examining Community Vulnerabilities through multi-scale geospatial analysis of social media activity during Hurricane Irma, Natural disasters may cause a substantial but spatially uneven increase in online activity among users in disaster zones seeking food, shelter, and medical assistance through social media. However, the presence of a digital divide affects social media participation among users. Therefore, the social and spatiotemporal inequality in the usage of social media data should be fully considered before such data can be leveraged to predict damage, investigate impacted populations, and prioritize activities during disaster management. Using Hurricane Irma as the case study, this research integrates Twitter data from September 2017 with other public data sets to examine spatial variation in social media activity during disasters. To investigate the social and spatiotemporal inequality in the usage of social media and examine the association between social media activity and flood rate at census tracts level, Multiscale geographically weighted regression was conducted. Our results show counties should not be seen homogeneous during disasters, specifically when using social media as a platform to disseminate information or direct help to affected people. It is clear from this work that in the Tampa Bay area, coastal, affluent communities have considerable representation on social media while poorer, inland areas are absent. It is important to note the limitations of online social media and microblogs in terms of access. Social media use varies across demographics and geographic location. Disaster management plans must consider the specific demographic, physical, and socioeconomic characteristics of each area before taking advantage of social media. 2022"
"Reem Suwaileh, Tamer Elsayed, Muhammad Imran,",2023,60.0,3.0,103340.0,103340.0,"While utilizing Twitter data for crisis management is of interest to different response authorities, a critical challenge that hinders the utilization of such data is the scarcity of automated tools that extract geolocation information. The limited focus on Location Mention Recognition (LMR) in tweets, specifically, is attributed to the lack of a standard dataset that enables research in LMR. To bridge this gap, we present IDRISI-RE, a large-scale human-labeled LMR dataset comprising around 20.5k tweets. The annotated location mentions within the tweets are also assigned location types (e.g., country, city, street, etc.). IDRISI-RE contains tweets from 19 disaster events of diverse types (e.g., flood and earthquake) covering a wide geographical area of 22 English-speaking countries. Additionally, IDRISI-RE contains about 56.6k automatically-labeled tweets that we offer as a silver dataset. To highlight the superiority of IDRISI-RE over past efforts, we present rigorous analyses on reliability, consistency, coverage, diversity, and generalizability. Furthermore, we benchmark IDRISI-RE using a representative set of LMR models to provide the community with baselines for future work. Our extensive empirical analysis shows the promising generalizability of IDRISI-RE compared to existing datasets. We show that models trained on IDRISI-RE better tackle domain shifts and are less susceptible to change in geographical areas.",0306-4573,https://doi.org/10.1016/j.ipm.2023.103340.,Elsevier,Location mention recognition; Twitter; Geolocation; Disaster management; Dataset; Domain generalizability; Geographical generalizability,"IDRISI-RE: A generalizable dataset with benchmarks for location mention recognition on disaster tweets,",,"Information Processing & Management,",,,https://www.sciencedirect.com/science/article/pii/S0306457323000778,,,,https://doi.org/10.1016/j.ipm.2023.103340.,"IDRISI-RE: A generalizable dataset with benchmarks for location mention recognition on disaster tweets, While utilizing Twitter data for crisis management is of interest to different response authorities, a critical challenge that hinders the utilization of such data is the scarcity of automated tools that extract geolocation information. The limited focus on Location Mention Recognition (LMR) in tweets, specifically, is attributed to the lack of a standard dataset that enables research in LMR. To bridge this gap, we present IDRISI-RE, a large-scale human-labeled LMR dataset comprising around 20.5k tweets. The annotated location mentions within the tweets are also assigned location types (e.g., country, city, street, etc.). IDRISI-RE contains tweets from 19 disaster events of diverse types (e.g., flood and earthquake) covering a wide geographical area of 22 English-speaking countries. Additionally, IDRISI-RE contains about 56.6k automatically-labeled tweets that we offer as a silver dataset. To highlight the superiority of IDRISI-RE over past efforts, we present rigorous analyses on reliability, consistency, coverage, diversity, and generalizability. Furthermore, we benchmark IDRISI-RE using a representative set of LMR models to provide the community with baselines for future work. Our extensive empirical analysis shows the promising generalizability of IDRISI-RE compared to existing datasets. We show that models trained on IDRISI-RE better tackle domain shifts and are less susceptible to change in geographical areas. 2023"
"Chang Heon Lee, Heng Yu,",2020,120.0,8.0,1501.0,1519.0,"Purpose Social media have increasingly gained credibility as information sources in emergencies. Retweeting or resharing nature has made Twitter a popular medium of information dissemination. The purpose of this article is to enhance our understanding of both linguistic style and content properties (i.e. both affective and informational contents) that drives resharing behavior or virality of disaster messages on Twitter. We investigate this issue in the context of natural disaster crisis. Design/methodology/approach In this study, the authors develop, drawing upon language expectancy and uncertainty reduction theories as an enabling framework, hypotheses about how the language (i.e. style and content) influence resharing behavior. They employ a natural language processing of disaster tweets to examine how the language – linguistic style (concrete and interactive language) and linguistic content (information- and affect-focused language) – affects resharing behavior on Twitter during natural disasters. To examine the effects of both linguistic style and content factors on virality, a series of negative binomial regressions were conducted, particularly owing to the highly skewed count data. Findings Our analysis of tweets from the 2013 Colorado floods shows that resharing disasters tweets increases with the use of concrete language style during acute emergencies. Interactive language is also positively associated with retweet frequency. In addition, neither positive nor negative emotional tweets drive down resharing during acute crises, while information-focused language content has a significantly positive effect on virality. Practical implications Agencies for public safety and disaster management or volunteer organizations involved in disseminating crisis and risk information to the public may leverage the impacts of the linguistic style and language content through the lens of our research model. The findings encourage practitioners to focus on the role of linguistic style cues during acute disasters. Specifically, from the uncertainty reduction perspective, using concrete language in the disaster tweets is the expected norm, leading to a higher likelihood of virality. Also, interactively frame disaster tweets are more likely to be diffused to a larger number of people on Twitter. Originality/value The language that people use offer important psychological cue to their intentions and motivations. However, the role of language on Twitter has largely been ignored in this crisis communication and few prior studies have examined the relationship between language and virality during acute emergencies. This article explains the complex and multifaceted nature of information resharing behavior using a multi-theoretical approach – including uncertainty reduction and language expectancy theory – to understand effects of language style and content cues on resharing behavior in the context of natural crisis events.",0263-5577,https://doi.org/10.1108/IMDS-12-2019-0711.,Elsevier,Disaster tweet; Information diffusion; Linguistic style; Uncertainty reduction; Language expectancy theory,"The impact of language on retweeting during acute natural disasters: uncertainty reduction and language expectancy perspectives,",,"Industrial Management & Data Systems,",,,https://www.sciencedirect.com/science/article/pii/S0263557720000329,,,,https://doi.org/10.1108/IMDS-12-2019-0711.,"The impact of language on retweeting during acute natural disasters: uncertainty reduction and language expectancy perspectives, Purpose Social media have increasingly gained credibility as information sources in emergencies. Retweeting or resharing nature has made Twitter a popular medium of information dissemination. The purpose of this article is to enhance our understanding of both linguistic style and content properties (i.e. both affective and informational contents) that drives resharing behavior or virality of disaster messages on Twitter. We investigate this issue in the context of natural disaster crisis. Design/methodology/approach In this study, the authors develop, drawing upon language expectancy and uncertainty reduction theories as an enabling framework, hypotheses about how the language (i.e. style and content) influence resharing behavior. They employ a natural language processing of disaster tweets to examine how the language – linguistic style (concrete and interactive language) and linguistic content (information- and affect-focused language) – affects resharing behavior on Twitter during natural disasters. To examine the effects of both linguistic style and content factors on virality, a series of negative binomial regressions were conducted, particularly owing to the highly skewed count data. Findings Our analysis of tweets from the 2013 Colorado floods shows that resharing disasters tweets increases with the use of concrete language style during acute emergencies. Interactive language is also positively associated with retweet frequency. In addition, neither positive nor negative emotional tweets drive down resharing during acute crises, while information-focused language content has a significantly positive effect on virality. Practical implications Agencies for public safety and disaster management or volunteer organizations involved in disseminating crisis and risk information to the public may leverage the impacts of the linguistic style and language content through the lens of our research model. The findings encourage practitioners to focus on the role of linguistic style cues during acute disasters. Specifically, from the uncertainty reduction perspective, using concrete language in the disaster tweets is the expected norm, leading to a higher likelihood of virality. Also, interactively frame disaster tweets are more likely to be diffused to a larger number of people on Twitter. Originality/value The language that people use offer important psychological cue to their intentions and motivations. However, the role of language on Twitter has largely been ignored in this crisis communication and few prior studies have examined the relationship between language and virality during acute emergencies. This article explains the complex and multifaceted nature of information resharing behavior using a multi-theoretical approach – including uncertainty reduction and language expectancy theory – to understand effects of language style and content cues on resharing behavior in the context of natural crisis events. 2020"
"Dasari Siva Krishna, Gorla Srinivas, P.V.G.D. Prasad Reddy,",2024,11.0,,100453.0,100453.0,"Disaster tweet classification has gained significant attention in natural language processing (NLP) due to its potential to aid disaster response and emergency management. The goal of disaster tweet classification is to automate the identification of informative tweets containing information related to various types of disasters, such as floods, earthquakes, wildfires, and more. This classification task plays a crucial role in real-time monitoring, situational awareness, and timely response coordination during emergency situations. In this context, we propose a Deep Parallel Hybrid Fusion Model (DPHFM) that combines features from Convolutional Neural Networks (CNNs) and Bidirectional Long Short-Term Memory (Bi-LSTM) as base learners. The features extracted from these base learners are combined using a fusion mechanism and then reconstructed for input to a meta-learner for making predictions. The DPHFM is trained on disaster datasets, such as crisisMMD, which consists of seven natural disaster events. The model underwent thorough evaluation using various metrics, demonstrating an average performance improvement of 90% to 96%. Furthermore, the proposed model’s performance surpassed that of other state-of-the-art models, showcasing its potential for disaster tweet classification using deep learning techniques.",2772-6622,https://doi.org/10.1016/j.dajour.2024.100453.,Elsevier,Tweet classification; Hybrid fusion; Convolutional neural networks; Bi-LSTM; Random forest; CrisisMMD,"A Deep Parallel Hybrid Fusion Model for disaster tweet classification on Twitter data,",,"Decision Analytics Journal,",,,https://www.sciencedirect.com/science/article/pii/S2772662224000572,,,,https://doi.org/10.1016/j.dajour.2024.100453.,"A Deep Parallel Hybrid Fusion Model for disaster tweet classification on Twitter data, Disaster tweet classification has gained significant attention in natural language processing (NLP) due to its potential to aid disaster response and emergency management. The goal of disaster tweet classification is to automate the identification of informative tweets containing information related to various types of disasters, such as floods, earthquakes, wildfires, and more. This classification task plays a crucial role in real-time monitoring, situational awareness, and timely response coordination during emergency situations. In this context, we propose a Deep Parallel Hybrid Fusion Model (DPHFM) that combines features from Convolutional Neural Networks (CNNs) and Bidirectional Long Short-Term Memory (Bi-LSTM) as base learners. The features extracted from these base learners are combined using a fusion mechanism and then reconstructed for input to a meta-learner for making predictions. The DPHFM is trained on disaster datasets, such as crisisMMD, which consists of seven natural disaster events. The model underwent thorough evaluation using various metrics, demonstrating an average performance improvement of 90% to 96%. Furthermore, the proposed model’s performance surpassed that of other state-of-the-art models, showcasing its potential for disaster tweet classification using deep learning techniques. 2024"
"Benjamin Rachunok, Jackson Bennett, Roger Flage, Roshanak Nateghi,",2021,59.0,,102236.0,102236.0,"Online social networks (OSNs) such as Facebook, Instagram and Twitter provide a unique channel of communication between individuals, groups and organizations. This communication is valuable to individuals as it allows for reaching increasingly wide audiences of diverse populations and has proven to be particularly useful for distributed problem solving and collective action, particularly during crisis events. The advancement of social networks for personal communication as well as collective intelligence and collective action also increases their value to researchers interested in gaining fundamental insights related to individuals and communities. Twitter, in particular, provides a unique perspective as the social network is widely adopted, user-driven, and network-based. These properties of the Twitter platform make it a valuable source of data for understanding the dynamics within large communities of individuals. In this paper, we motivate the use of Twitter as a viable source of data in understanding communities, with specific emphasis on a community's resilience to natural disasters and crisis events. Here, we discuss the literature on the use of social media for resilience analytics. We describe how social media can complement and improve current methods for evaluating community resilience by creating datasets based on flexible temporal and spatial scales, as well as allowing for the ability to quantify system transformation. We also provide a detailed tutorial on how to access, process and analyze twitter data, and discuss the platform's limitations in the spirit of improved transparency in research at the nexus of social media and community resilience. Finally, we propose future directions for research at the intersection of community resilience and social media.",2212-4209,https://doi.org/10.1016/j.ijdrr.2021.102236.,Elsevier,Community resilience; Tutorial; Social media; Risk analysis,"A path forward for leveraging social media to improve the study of community resilience,",,"International Journal of Disaster Risk Reduction,",,,https://www.sciencedirect.com/science/article/pii/S2212420921002028,,,,https://doi.org/10.1016/j.ijdrr.2021.102236.,"A path forward for leveraging social media to improve the study of community resilience, Online social networks (OSNs) such as Facebook, Instagram and Twitter provide a unique channel of communication between individuals, groups and organizations. This communication is valuable to individuals as it allows for reaching increasingly wide audiences of diverse populations and has proven to be particularly useful for distributed problem solving and collective action, particularly during crisis events. The advancement of social networks for personal communication as well as collective intelligence and collective action also increases their value to researchers interested in gaining fundamental insights related to individuals and communities. Twitter, in particular, provides a unique perspective as the social network is widely adopted, user-driven, and network-based. These properties of the Twitter platform make it a valuable source of data for understanding the dynamics within large communities of individuals. In this paper, we motivate the use of Twitter as a viable source of data in understanding communities, with specific emphasis on a community's resilience to natural disasters and crisis events. Here, we discuss the literature on the use of social media for resilience analytics. We describe how social media can complement and improve current methods for evaluating community resilience by creating datasets based on flexible temporal and spatial scales, as well as allowing for the ability to quantify system transformation. We also provide a detailed tutorial on how to access, process and analyze twitter data, and discuss the platform's limitations in the spirit of improved transparency in research at the nexus of social media and community resilience. Finally, we propose future directions for research at the intersection of community resilience and social media. 2021"
"Lingyao Li, Michelle Bensi, Qingbin Cui, Gregory B. Baecher, You Huang,",2021,60.0,,102378.0,102378.0,"Rapid appraisal of damages related to hazard events is of importance to first responders, government agencies, insurance industries, and other private and public organizations. While satellite monitoring, ground-based sensor systems, inspections and other technologies provide data to inform post-disaster response, crowdsourcing through social media is an additional and novel data source. In this study, the use of social media data, principally Twitter postings, is investigated to make approximate but rapid early assessments of damages following a disaster. The goal is to explore the potential utility of using social media data for rapid damage assessment after sudden-onset hazard events and to identify insights related to potential challenges. This study defines a text-based damage assessment scale for earthquake damages, and then develops a text classification model for rapid damage assessment. Although the accuracy remains a challenge compared to ground-based instrumental readings and inspections, the proposed damage assessment model features rapidity with large amounts of data at spatial densities that exceed those of conventional sensor networks. The 2019 Ridgecrest, California earthquake sequence is investigated as a case study.",0268-4012,https://doi.org/10.1016/j.ijinfomgt.2021.102378.,Elsevier,Sudden-onset hazard; Damage assessment; Social media; Crowdsourcing; Text classification,"Social media crowdsourcing for rapid damage assessment following a sudden-onset natural hazard event,",,"International Journal of Information Management,",,,https://www.sciencedirect.com/science/article/pii/S0268401221000712,,,,https://doi.org/10.1016/j.ijinfomgt.2021.102378.,"Social media crowdsourcing for rapid damage assessment following a sudden-onset natural hazard event, Rapid appraisal of damages related to hazard events is of importance to first responders, government agencies, insurance industries, and other private and public organizations. While satellite monitoring, ground-based sensor systems, inspections and other technologies provide data to inform post-disaster response, crowdsourcing through social media is an additional and novel data source. In this study, the use of social media data, principally Twitter postings, is investigated to make approximate but rapid early assessments of damages following a disaster. The goal is to explore the potential utility of using social media data for rapid damage assessment after sudden-onset hazard events and to identify insights related to potential challenges. This study defines a text-based damage assessment scale for earthquake damages, and then develops a text classification model for rapid damage assessment. Although the accuracy remains a challenge compared to ground-based instrumental readings and inspections, the proposed damage assessment model features rapidity with large amounts of data at spatial densities that exceed those of conventional sensor networks. The 2019 Ridgecrest, California earthquake sequence is investigated as a case study. 2021"
"Muhammad Waseem Boota, Shan-e-hyder Soomro, Jikun Xu, Muhammad Irshad Ahmad, Haoming Xia, Yaochen Qin, Muhammad Bilal Idrees, Naseem Ahmad, Chaode Yan, Ayesha Yousaf, Xiaoju Ning,",2025,653.0,,132750.0,132750.0,"Urban flooding (UFL) occurs frequently due to climatic variations and anthropogenic activities. Real-time information on the physical and emotional damage caused by UFL is critical for catastrophic emergency management, but methods to rapidly acquire such information are lacking. Social media promptly disseminates emergency information and has become a valuable source for real-time data with low acquisition cost and rich content. Here, we present a framework to rapidly categorize physical and emotional damage caused by UFL events using data scraped from Twitter and Facebook and machine-learning classification algorithms. To test our framework, we use a UFL event from August 2022 in the Swat Valley of Pakistan. First, we obtain data from Twitter and Facebook users worldwide. Second, we filter the data using deduplication and denoising. Last, we use a novel approach based on machine-learning algorithms to assess the physical and emotional damage caused by the flooding. We also explore the capacity for recovery by analyzing keyword frequencies indicative of flood-induced destruction. We observe that social media can be used to assess the extent of damage and the progress of the recovery process. We find that people in regions with more physical damage tend to be more emotionally affected. Also, government officials tend to disseminate positive information to mitigate public panic during flooding episodes, and students are more likely to express negative emotions. Our UFL disaster classification framework captures changes in the physical and emotional state of UFL-stricken areas in real time and can be leveraged by emergency responders during disaster management and recovery efforts and by managers to mitigate the impacts of future potential UFL disasters.",0022-1694,https://doi.org/10.1016/j.jhydrol.2025.132750.,Elsevier,Urban floods; Spatio-temporal variations; Physical and emotional damage; Empowerment; Artificial intelligence algorithms,"Urban flood management from the lens of social media data using machine learning algorithms,",,"Journal of Hydrology,",,,https://www.sciencedirect.com/science/article/pii/S0022169425000885,,,,https://doi.org/10.1016/j.jhydrol.2025.132750.,"Urban flood management from the lens of social media data using machine learning algorithms, Urban flooding (UFL) occurs frequently due to climatic variations and anthropogenic activities. Real-time information on the physical and emotional damage caused by UFL is critical for catastrophic emergency management, but methods to rapidly acquire such information are lacking. Social media promptly disseminates emergency information and has become a valuable source for real-time data with low acquisition cost and rich content. Here, we present a framework to rapidly categorize physical and emotional damage caused by UFL events using data scraped from Twitter and Facebook and machine-learning classification algorithms. To test our framework, we use a UFL event from August 2022 in the Swat Valley of Pakistan. First, we obtain data from Twitter and Facebook users worldwide. Second, we filter the data using deduplication and denoising. Last, we use a novel approach based on machine-learning algorithms to assess the physical and emotional damage caused by the flooding. We also explore the capacity for recovery by analyzing keyword frequencies indicative of flood-induced destruction. We observe that social media can be used to assess the extent of damage and the progress of the recovery process. We find that people in regions with more physical damage tend to be more emotionally affected. Also, government officials tend to disseminate positive information to mitigate public panic during flooding episodes, and students are more likely to express negative emotions. Our UFL disaster classification framework captures changes in the physical and emotional state of UFL-stricken areas in real time and can be leveraged by emergency responders during disaster management and recovery efforts and by managers to mitigate the impacts of future potential UFL disasters. 2025"
"Fahim K. Sufi,",2022,13.0,,100319.0,100319.0,"AI-SocialDisaster is a decision support system for identifying and analyzing natural disasters like earthquakes, floods, bushfires using social media feeds. It captures real-time social media messages and then uses Natural Language Processing (NLP) based algorithms like entity detection, category classification, and sentiment analysis to identify and locate various natural disasters. Moreover, using Artificial Intelligence (AI) based algorithms like anomaly detection, regression, and clustering, AI-SocialDisaster generates AI-based insights for disaster planners and strategists. The software can be accessed through Windows, iOS, and Android apps from a wide range of devices including mobiles, tablets, and desktops. AI-SocialDisaster is available at https://github.com/DrSufi/DisasterAI.",2665-9638,https://doi.org/10.1016/j.simpa.2022.100319.,Elsevier,AI on natural disaster; Decision support system; Global disaster analysis; Disaster intelligence app; Social media monitoring; Twitter analysis software,"AI-SocialDisaster: An AI-based software for identifying and analyzing natural disasters from social media,",,"Software Impacts,",,,https://www.sciencedirect.com/science/article/pii/S2665963822000525,,,,https://doi.org/10.1016/j.simpa.2022.100319.,"AI-SocialDisaster: An AI-based software for identifying and analyzing natural disasters from social media, AI-SocialDisaster is a decision support system for identifying and analyzing natural disasters like earthquakes, floods, bushfires using social media feeds. It captures real-time social media messages and then uses Natural Language Processing (NLP) based algorithms like entity detection, category classification, and sentiment analysis to identify and locate various natural disasters. Moreover, using Artificial Intelligence (AI) based algorithms like anomaly detection, regression, and clustering, AI-SocialDisaster generates AI-based insights for disaster planners and strategists. The software can be accessed through Windows, iOS, and Android apps from a wide range of devices including mobiles, tablets, and desktops. AI-SocialDisaster is available at https://github.com/DrSufi/DisasterAI. 2022"
"Kikuko Shoyama, Qinglin Cui, Makoto Hanashima, Hiroaki Sano, Yuichiro Usuda,",2021,767.0,,144371.0,144371.0,"Extreme weather events are occurring more frequently as a result of climate change. In October 2019, eastern Japan was hit by Hagibis, a large and high-speed typhoon. This unprecedented typhoon caused the evacuation of over 4000 people, injured more than 300 people, and damaged more than 98,000 dwellings throughout the affected area. Because floods are one of the most devastating natural disasters in Asia, providing an effective early warning system (EWS) is critical to reducing disaster impacts. However, warnings based only on natural hazard monitoring do not offer sufficient protection. Integrating natural hazard monitoring and social media data could improve warning systems to enhance the awareness of disaster managers and citizens about emergency events. We analyzed time-series data including rainfall intensity, 90-min-effective rainfall, and river water level as well as Twitter data related to disaster events during the 5-day period from 11 to 15 October, focusing on the most affected areas in Japan. The analysis included more than 60,000 tweets. Our analysis confirmed the utility of the statistical approach of outbreak detection with social media data in the early detection and local identification of multiple-flood events, and the results from the municipality-level analyses show that tweet frequencies related to the flood disaster ontological categories were significantly correlated to temporal variations in the hazard monitoring data. Thus, flood detection at the administrative level using social media data combined with current hazard monitoring data can enable a decision-driven EWS design. Interactive approaches for decision-making and knowledge production should continue to be considered in the face of climate-change-induced disasters.",0048-9697,https://doi.org/10.1016/j.scitotenv.2020.144371.,Elsevier,Climate change-induced disaster; Early warning system; Social media; Outbreak detection; hazard's impact,"Emergency flood detection using multiple information sources: Integrated analysis of natural hazard monitoring and social media data,",,"Science of The Total Environment,",,,https://www.sciencedirect.com/science/article/pii/S004896972037902X,,,,https://doi.org/10.1016/j.scitotenv.2020.144371.,"Emergency flood detection using multiple information sources: Integrated analysis of natural hazard monitoring and social media data, Extreme weather events are occurring more frequently as a result of climate change. In October 2019, eastern Japan was hit by Hagibis, a large and high-speed typhoon. This unprecedented typhoon caused the evacuation of over 4000 people, injured more than 300 people, and damaged more than 98,000 dwellings throughout the affected area. Because floods are one of the most devastating natural disasters in Asia, providing an effective early warning system (EWS) is critical to reducing disaster impacts. However, warnings based only on natural hazard monitoring do not offer sufficient protection. Integrating natural hazard monitoring and social media data could improve warning systems to enhance the awareness of disaster managers and citizens about emergency events. We analyzed time-series data including rainfall intensity, 90-min-effective rainfall, and river water level as well as Twitter data related to disaster events during the 5-day period from 11 to 15 October, focusing on the most affected areas in Japan. The analysis included more than 60,000 tweets. Our analysis confirmed the utility of the statistical approach of outbreak detection with social media data in the early detection and local identification of multiple-flood events, and the results from the municipality-level analyses show that tweet frequencies related to the flood disaster ontological categories were significantly correlated to temporal variations in the hazard monitoring data. Thus, flood detection at the administrative level using social media data combined with current hazard monitoring data can enable a decision-driven EWS design. Interactive approaches for decision-making and knowledge production should continue to be considered in the face of climate-change-induced disasters. 2021"
"Piyush Kumar Garg, Roshni Chakraborty, Srishti Gupta, Sourav Kumar Dandapat,",2024,87.0,,101649.0,101649.0,"Online social media platforms, such as Twitter, are one of the most valuable sources of information during disaster events. Humanitarian organizations, government agencies, and volunteers rely on a concise compilation of such information for effective disaster management. Existing methods to make such compilations are mostly generic summarization approaches that do not exploit domain knowledge. In this paper, we propose a disaster-specific tweet summarization framework, IKDSumm, which initially identifies the crucial and important information from each tweet related to a disaster through key-phrases of that tweet. We identify these key-phrases by utilizing the domain knowledge (using existing ontology) of disasters without any human intervention. Further, we utilize these key-phrases to automatically generate a summary of the tweets. Therefore, given tweets related to a disaster, IKDSumm ensures fulfillment of the summarization key objectives, such as information coverage, relevance, and diversity in summary without any human intervention. We evaluate the performance of IKDSumm with 8 state-of-the-art techniques on 12 disaster datasets. The evaluation results show that IKDSumm outperforms existing techniques by approximately 2−79% in terms of ROUGE-N F1-score.",0885-2308,https://doi.org/10.1016/j.csl.2024.101649.,Elsevier,Social media; Disaster events; Tweet summarization; Key-phrase extraction,"IKDSumm: Incorporating key-phrases into BERT for extractive disaster tweet summarization,",,"Computer Speech & Language,",,,https://www.sciencedirect.com/science/article/pii/S0885230824000329,,,,https://doi.org/10.1016/j.csl.2024.101649.,"IKDSumm: Incorporating key-phrases into BERT for extractive disaster tweet summarization, Online social media platforms, such as Twitter, are one of the most valuable sources of information during disaster events. Humanitarian organizations, government agencies, and volunteers rely on a concise compilation of such information for effective disaster management. Existing methods to make such compilations are mostly generic summarization approaches that do not exploit domain knowledge. In this paper, we propose a disaster-specific tweet summarization framework, IKDSumm, which initially identifies the crucial and important information from each tweet related to a disaster through key-phrases of that tweet. We identify these key-phrases by utilizing the domain knowledge (using existing ontology) of disasters without any human intervention. Further, we utilize these key-phrases to automatically generate a summary of the tweets. Therefore, given tweets related to a disaster, IKDSumm ensures fulfillment of the summarization key objectives, such as information coverage, relevance, and diversity in summary without any human intervention. We evaluate the performance of IKDSumm with 8 state-of-the-art techniques on 12 disaster datasets. The evaluation results show that IKDSumm outperforms existing techniques by approximately 2−79% in terms of ROUGE-N F1-score. 2024"
"Chao Fan, Fangsheng Wu, Ali Mostafavi,",2025,122.0,,105451.0,105451.0,"Online social networks are increasingly being utilized for collective sense-making and information processing in disasters. However, the underlying mechanisms that shape the dynamics of collective intelligence in online social networks during disasters is not fully understood. To bridge this gap, we examine the mechanisms of collective information processing in human networks during five threat cases including airport power outage, hurricanes, wildfire, and blizzard, considering the temporal and spatial dimensions. Using the 13 MM Twitter data generated by 5 MM online users during these threats, we examined human activities, communication structures and frequency, social influence, information flow, and medium response time in social networks. The results show that the activities and structures are stable in growing networks, which lead to a stable power-law distribution of the social influence in networks. These temporally invariant patterns are not affected by people's memory and ties' strength. In addition, spatially localized communication spikes and global transmission gaps in the networks. The findings could inform about network intervention strategies to enable a healthy and efficient online environment, with potential long-term impact on risk communication and emergency response.",2212-4209,https://doi.org/10.1016/j.ijdrr.2025.105451.,Elsevier,Collective information processing; Risk communication; Location-based social networks; Natural disasters,"Dynamics of collective information processing for risk encoding in social networks during crises,",,"International Journal of Disaster Risk Reduction,",,,https://www.sciencedirect.com/science/article/pii/S2212420925002754,,,,https://doi.org/10.1016/j.ijdrr.2025.105451.,"Dynamics of collective information processing for risk encoding in social networks during crises, Online social networks are increasingly being utilized for collective sense-making and information processing in disasters. However, the underlying mechanisms that shape the dynamics of collective intelligence in online social networks during disasters is not fully understood. To bridge this gap, we examine the mechanisms of collective information processing in human networks during five threat cases including airport power outage, hurricanes, wildfire, and blizzard, considering the temporal and spatial dimensions. Using the 13 MM Twitter data generated by 5 MM online users during these threats, we examined human activities, communication structures and frequency, social influence, information flow, and medium response time in social networks. The results show that the activities and structures are stable in growing networks, which lead to a stable power-law distribution of the social influence in networks. These temporally invariant patterns are not affected by people's memory and ties' strength. In addition, spatially localized communication spikes and global transmission gaps in the networks. The findings could inform about network intervention strategies to enable a healthy and efficient online environment, with potential long-term impact on risk communication and emergency response. 2025"
